Commodity,State,Market,Today Price,Last Week,Last Month,Last Year,Today Arrivals,Last Week,Last Month,Last Year
Groundnut,Andhra Pradesh,Kurnool,5620 (Mx:6800 Mn:2853),4971 (Mx:6783 Mn:3726),-,-,18.1,4.4,-,-
Groundnut,Andhra Pradesh,Tenakallu,7500 (Mx:8000 Mn:7000),7500 (Mx:8000 Mn:7000),7300 (Mx:7500 Mn:7000),-,0.01,0.01,0.01,-
Groundnut,Chattisgarh,Jaspur,4500 (Mx:4500 Mn:4500),-,-,-,1,-,-,-
Groundnut,Chattisgarh,Raigarh,3800 (Mx:3800 Mn:3800),-,-,-,50,-,-,-
Groundnut,Chattisgarh,Raipur,6000 (Mx:6000 Mn:6000),-,-,-,10,-,-,-
Groundnut,Gujarat,Amirgadh,5450 (Mx:6155 Mn:5000),5000 (Mx:5845 Mn:4750),5450 (Mx:6475 Mn:4600),-,6.2,4.3,53.3,-
Groundnut,Gujarat,Amreli,5402.5 (Mx:5740 Mn:4112.5),-,5302.5 (Mx:5675 Mn:4117.5),-,224.5,-,300,-
Groundnut,Gujarat,Bayad,6200 (Mx:6783 Mn:6000),6300 (Mx:6783 Mn:6000),6500 (Mx:6783 Mn:6200),-,0.5,1,1.3,-
Groundnut,Gujarat,Bhanvad,4500 (Mx:5200 Mn:4000),4500 (Mx:5300 Mn:4000),5400 (Mx:5800 Mn:4500),-,12,15,12,-
Groundnut,Gujarat,Bhavnagar,5622.5 (Mx:5955 Mn:5292.5),5390 (Mx:6117.5 Mn:4662.5),5660 (Mx:6592.5 Mn:4725),-,22.48,40.56,172.96,-
Groundnut,Gujarat,Bhesan,4505 (Mx:5405 Mn:3500),4505 (Mx:5530 Mn:3500),4725 (Mx:5525 Mn:3500),-,184,153,162,-
Groundnut,Gujarat,Bhiloda,5325 (Mx:5750 Mn:4900),5275 (Mx:5800 Mn:4750),5275 (Mx:5800 Mn:4750),-,4.4,4.2,13.3,-
Groundnut,Gujarat,Botad,4800 (Mx:5500 Mn:4000),4850 (Mx:5650 Mn:4000),-,-,12.1,15.3,-,-
Groundnut,Gujarat,Deesa,5500 (Mx:6610 Mn:5175),5500 (Mx:5755 Mn:5105),5250 (Mx:8000 Mn:4855),-,124.7,107,872.6,-
Groundnut,Gujarat,Deesa(Bhildi),5755 (Mx:5900 Mn:5250),5555 (Mx:5660 Mn:5000),5650 (Mx:5810 Mn:5000),-,43.2,58.6,34.1,-
Groundnut,Gujarat,Dhanera,5615 (Mx:6065 Mn:5125),5355 (Mx:5900 Mn:4750),5300 (Mx:5830 Mn:4750),-,90.86,113.68,175.3,-
Groundnut,Gujarat,Dhari,4430 (Mx:5075 Mn:3600),4560 (Mx:4980 Mn:4125),5290 (Mx:5380 Mn:4005),-,3.01,5.12,5.3,-
Groundnut,Gujarat,Dhoraji,5230 (Mx:5580 Mn:3505),4755 (Mx:5180 Mn:3500),5430 (Mx:5605 Mn:4005),-,4.8,6.2,15.1,-
Groundnut,Gujarat,Gondal,5717.5 (Mx:6355 Mn:3302.5),5405 (Mx:5855 Mn:3305),5380 (Mx:6317.5 Mn:3502.5),-,829,925.8,1244.9,-
Groundnut,Gujarat,Halvad,5150 (Mx:6130 Mn:4255),5050 (Mx:5975 Mn:4000),5000 (Mx:6200 Mn:4125),-,141.44,175.12,363.2,-
Groundnut,Gujarat,Himatnagar,5998 (Mx:7495 Mn:4500),5973 (Mx:7395 Mn:4550),6103 (Mx:7605 Mn:4600),-,361.4,685.3,709.5,-
Groundnut,Gujarat,Idar,6783 (Mx:7450 Mn:5000),-,-,-,64.7,-,-,-
Groundnut,Gujarat,Jasdan,5150 (Mx:5900 Mn:4250),5200 (Mx:5800 Mn:3500),-,-,240,320,-,-
Groundnut,Gujarat,Jetpur(Dist.Rajkot),5125 (Mx:5612.5 Mn:4737.5),5225 (Mx:5675 Mn:4800),5427.5 (Mx:6180 Mn:3580),-,72.2,88.7,98.5,-
Groundnut,Gujarat,Kalawad,5500 (Mx:6000 Mn:5000),-,5250 (Mx:5900 Mn:4425),-,247.1,-,214,-
Groundnut,Gujarat,Kodinar,5187.5 (Mx:5680 Mn:4767.5),5175 (Mx:5442.5 Mn:4725),5075 (Mx:5490 Mn:4675),-,50,58,97,-
Groundnut,Gujarat,Mahuva(Station Road),4945 (Mx:5730 Mn:4160),5465 (Mx:5805 Mn:5125),5470 (Mx:5785 Mn:5150),-,237.7,197.2,444.5,-
Groundnut,Gujarat,Modasa,6070 (Mx:6070 Mn:4000),6110 (Mx:6110 Mn:4000),6250 (Mx:6250 Mn:4125),-,24.5,45.6,61.2,-
Groundnut,Gujarat,Modasa(Tintoi),5975 (Mx:5975 Mn:3900),6005 (Mx:6005 Mn:3900),6150 (Mx:6150 Mn:4025),-,10.1,10.9,18,-
Groundnut,Gujarat,Morbi,4690 (Mx:5625 Mn:3755),4695 (Mx:5640 Mn:3750),4565 (Mx:5130 Mn:4000),-,17.7,42,42,-
Groundnut,Gujarat,Palanpur,5885 (Mx:6555 Mn:5215),5620 (Mx:6740 Mn:4500),-,-,127,248,-,-
Groundnut,Gujarat,Palitana,5115 (Mx:5330 Mn:4900),5250 (Mx:5600 Mn:4900),5125 (Mx:5500 Mn:4755),-,2.4,0.9,1.14,-
Groundnut,Gujarat,Panthawada,5985 (Mx:6650 Mn:5150),5800 (Mx:6405 Mn:5000),5710 (Mx:6700 Mn:4750),-,187.6,239.1,651.5,-
Groundnut,Gujarat,Porbandar,5010 (Mx:5500 Mn:4525),4975 (Mx:5425 Mn:4525),5000 (Mx:5375 Mn:4625),-,46.6,66.6,31,-
Groundnut,Gujarat,Rajkot,5462.5 (Mx:5987.5 Mn:4675),5500 (Mx:6240 Mn:4450),5650 (Mx:6150 Mn:4425),-,410,450,300,-
Groundnut,Gujarat,Rajula,4928 (Mx:5855 Mn:4000),4795 (Mx:5090 Mn:4500),5200 (Mx:5650 Mn:4750),-,12,10,22.5,-
Groundnut,Gujarat,Savarkundla,5315 (Mx:5627.5 Mn:5002.5),5292.5 (Mx:5580 Mn:5005),5304 (Mx:5730 Mn:4877.5),6077.5 (Mx:6905 Mn:5250),108,180,210,51
Groundnut,Gujarat,Siddhpur,5457 (Mx:5615 Mn:5300),4952 (Mx:5405 Mn:4500),5300 (Mx:5600 Mn:5000),-,10.71,17.92,34.86,-
Groundnut,Gujarat,Taleja,5470 (Mx:5807.5 Mn:5125),5755 (Mx:6150 Mn:5360),5705 (Mx:6420 Mn:4987.5),-,117.74,114.44,141.56,-
Groundnut,Gujarat,Talod,5287 (Mx:6075 Mn:4500),5337 (Mx:6175 Mn:4500),5625 (Mx:6650 Mn:4600),-,17.5,49.7,81.8,-
Groundnut,Gujarat,Thara,5660 (Mx:5920 Mn:5400),5702.5 (Mx:5855 Mn:5550),5252.5 (Mx:5655 Mn:4850),-,7.42,14.66,46.9,-
Groundnut,Gujarat,Thara(Shihori),5527.5 (Mx:6055 Mn:5000),5497.5 (Mx:5745 Mn:5250),5162.5 (Mx:5575 Mn:4750),-,2.38,10.92,25.97,-
Groundnut,Gujarat,Tharad,5580 (Mx:5655 Mn:5500),-,-,-,1.2,-,-,-
Groundnut,Gujarat,Vadgam,5380 (Mx:5605 Mn:5155),5385 (Mx:5600 Mn:5165),5380 (Mx:5675 Mn:4950),-,1.6,13.4,48.6,-
Groundnut,Gujarat,Veraval,5525 (Mx:5825 Mn:4505),5505 (Mx:5710 Mn:4550),5700 (Mx:5930 Mn:4515),-,22.57,332.15,49,-
Groundnut,Gujarat,Vijaynagar(Kundlakap),3900 (Mx:6783 Mn:3800),4100 (Mx:6783 Mn:3900),4400 (Mx:6783 Mn:4060),-,0.8,1.3,1.5,-
Groundnut,Gujarat,Visavadar,5245 (Mx:5730 Mn:4760),5265 (Mx:5830 Mn:4700),5365 (Mx:6030 Mn:4700),-,40.41,97.08,92.34,-
Groundnut,Gujarat,Vyra,6500 (Mx:7000 Mn:6000),6500 (Mx:7000 Mn:6000),7500 (Mx:8000 Mn:7000),-,0.63,0.17,0.49,-
Groundnut,Karnataka,Bangalore,5500 (Mx:6000 Mn:5000),5500 (Mx:6000 Mn:5000),-,-,1,6,-,-
Groundnut,Karnataka,Hubli (Amaragol),4699 (Mx:6020 Mn:1589),4900 (Mx:5916 Mn:2569),6300 (Mx:6899 Mn:1259),-,14,7,236,-
Groundnut,Karnataka,Koppal,6318 (Mx:6780 Mn:4470),-,-,-,2,-,-,-
Groundnut,Karnataka,Kottur,5087 (Mx:6001 Mn:1509),-,-,-,7,-,-,-
Groundnut,Karnataka,Kundagol,7700 (Mx:7700 Mn:7700),-,5538 (Mx:5600 Mn:5400),-,19,-,7,-
Groundnut,Karnataka,Pavagada,5250 (Mx:5500 Mn:4500),-,-,-,7,-,-,-
Groundnut,Karnataka,Raichur,4755 (Mx:5409 Mn:3696),4955 (Mx:5705 Mn:3696),-,-,25,8,-,-
Groundnut,Karnataka,Savanur,4041 (Mx:4376 Mn:3281),-,-,-,1,-,-,-
Groundnut,Karnataka,Tumkur,6200 (Mx:7600 Mn:5200),-,-,-,36,-,-,-
Groundnut,Karnataka,Yadgir,5753 (Mx:6189 Mn:4619),-,-,-,112,-,-,-
Groundnut,Madhya Pradesh,Alirajpur,4000 (Mx:4000 Mn:4000),4500 (Mx:4500 Mn:4000),-,-,28,45.24,-,-
Groundnut,Madhya Pradesh,Badamalhera,3800 (Mx:3810 Mn:3750),3400 (Mx:3598 Mn:3400),-,-,12.47,28.5,-,-
Groundnut,Madhya Pradesh,Badarwas,4280 (Mx:4280 Mn:3700),3805 (Mx:4185 Mn:3805),-,-,4.08,12.44,-,-
Groundnut,Madhya Pradesh,Barad,3600 (Mx:4295 Mn:2850),4000 (Mx:4405 Mn:3710),-,-,19.37,6.32,-,-
Groundnut,Madhya Pradesh,Bhander,4200 (Mx:4200 Mn:3645),3995 (Mx:3995 Mn:3900),-,-,3.75,1.11,-,-
Groundnut,Madhya Pradesh,Bhind,5036 (Mx:5036 Mn:4690),-,-,-,23.21,-,-,-
Groundnut,Madhya Pradesh,Bijawar,4050 (Mx:4050 Mn:3600),3700 (Mx:4050 Mn:3465),-,-,64.8,77.8,-,-
Groundnut,Madhya Pradesh,Chhatarpur,3850 (Mx:3900 Mn:3850),-,-,-,15.1,-,-,-
Groundnut,Madhya Pradesh,Datia,4100 (Mx:4500 Mn:3800),4155 (Mx:4235 Mn:3580),-,-,17.9,43.84,-,-
Groundnut,Madhya Pradesh,Harpalpur,4200 (Mx:4740 Mn:4000),-,-,-,24.78,-,-,-
Groundnut,Madhya Pradesh,Indore,7000 (Mx:7000 Mn:7000),-,-,-,18,-,-,-
Groundnut,Madhya Pradesh,Jatara,4100 (Mx:4100 Mn:4100),-,-,-,22.7,-,-,-
Groundnut,Madhya Pradesh,Karera,4150 (Mx:4150 Mn:4000),4250 (Mx:4528 Mn:2500),-,-,10.85,15.16,-,-
Groundnut,Madhya Pradesh,Khanyadhana,4100 (Mx:4100 Mn:3800),-,-,-,20,-,-,-
Groundnut,Madhya Pradesh,Kolaras,4450 (Mx:5600 Mn:2500),3700 (Mx:4285 Mn:2305),-,-,35.43,31.39,-,-
Groundnut,Madhya Pradesh,LavKush Nagar(Laundi),4200 (Mx:4200 Mn:3900),4000 (Mx:4000 Mn:3780),-,-,69.3,50,-,-
Groundnut,Madhya Pradesh,Mandsaur,4500 (Mx:7100 Mn:2100),6095 (Mx:6881.5 Mn:4400),-,-,82.41,94.01,-,-
Groundnut,Madhya Pradesh,Naugaon,4850 (Mx:4860 Mn:4500),4650 (Mx:4780 Mn:4100),-,-,100.96,373.36,-,-
Groundnut,Madhya Pradesh,Neemuch,4200 (Mx:5301 Mn:3500),4306.5 (Mx:5456.5 Mn:3969.5),-,-,5.16,101.04,-,-
Groundnut,Madhya Pradesh,Pandhurna,8500 (Mx:8500 Mn:8300),-,-,-,0.46,-,-,-
Groundnut,Madhya Pradesh,Pichhour,4265 (Mx:4400 Mn:3800),4350 (Mx:6055 Mn:3000),-,-,5.5,12.96,-,-
Groundnut,Madhya Pradesh,Pohari,4425 (Mx:4505 Mn:3350),4400 (Mx:4400 Mn:3345),-,-,2.37,1.72,-,-
Groundnut,Madhya Pradesh,Prithvipur,4311 (Mx:4351 Mn:4060),4155 (Mx:4350 Mn:4075),-,-,81,51,-,-
Groundnut,Madhya Pradesh,Tikamgarh,4700 (Mx:4875 Mn:4175),4050 (Mx:4200 Mn:3711),-,-,130.59,177.78,-,-
Groundnut,Maharashtra,Dhule,6000 (Mx:8525 Mn:4800),5200 (Mx:7225 Mn:4025),-,-,0.7,0.8,-,-
Groundnut,Maharashtra,Lasalgaon,4901 (Mx:5700 Mn:3801),5500 (Mx:5500 Mn:4000),-,-,0.3,0.3,-,-
Groundnut,Maharashtra,Nasik,5200 (Mx:6500 Mn:4500),7100 (Mx:7800 Mn:6500),6000 (Mx:6700 Mn:5000),-,1.7,1.4,0.2,-
Groundnut,Rajasthan,Bassi,4210 (Mx:4571 Mn:3850),-,4525 (Mx:4770 Mn:4281),-,21.5,-,7.9,-
Groundnut,Rajasthan,Bhagat Kii Phalodi,5600 (Mx:6400 Mn:4800),-,-,-,15.4,-,-,-
Groundnut,Rajasthan,Bikaner (Grain),5052 (Mx:5803 Mn:4300),5241 (Mx:5881 Mn:4601),5450 (Mx:6700 Mn:4200),-,1628.9,1557.85,2084.7,-
Groundnut,Rajasthan,Chaksu,4450 (Mx:4450 Mn:3200),-,4300 (Mx:4500 Mn:3300),-,4.6,-,10.7,-
Groundnut,Rajasthan,Jodhpur (Grain),7000 (Mx:7500 Mn:6500),-,-,-,2,-,-,-
Groundnut,Rajasthan,Khajuwala,4651 (Mx:4826 Mn:4471),4820 (Mx:4900 Mn:4351),4800 (Mx:5001 Mn:4242),-,25.5,101.2,14.9,-
Groundnut,Rajasthan,Lalsot,4261 (Mx:4450 Mn:4060),3550 (Mx:4300 Mn:2800),-,-,5.3,34.7,-,-
Groundnut,Rajasthan,Lunkaransar,5370 (Mx:5690 Mn:4680),-,5150 (Mx:5800 Mn:4500),-,271.9,-,222.1,-
Groundnut,Rajasthan,Nimbahera,5000 (Mx:5202 Mn:4491),4500 (Mx:5076 Mn:4300),-,-,250.7,222.5,-,-
Groundnut,Rajasthan,Niwai,4100 (Mx:4826 Mn:3600),4150 (Mx:4351 Mn:4000),4360 (Mx:5400 Mn:3025),-,25.7,22.7,50.9,-
Groundnut,Rajasthan,Nohar,4110 (Mx:4801 Mn:3915),4320 (Mx:4581 Mn:4075),4350 (Mx:4900 Mn:2700),-,10.1,4,24.3,-
Groundnut,Rajasthan,Nokha,4995 (Mx:5560 Mn:4430),4935 (Mx:5470 Mn:4400),4790 (Mx:5280 Mn:4300),-,104,111.5,201.1,-
Groundnut,Rajasthan,Ositan Mathania,5900 (Mx:6000 Mn:5800),-,-,-,1.7,-,-,-
Groundnut,Rajasthan,Pugal Road (Grain),5012 (Mx:5362 Mn:4662),4800 (Mx:5401 Mn:4200),4605 (Mx:6111 Mn:3100),-,103.32,1493.37,666.29,-
Groundnut,Rajasthan,Sardar Shahar,4400 (Mx:4400 Mn:4400),-,-,-,7.1,-,-,-
Groundnut,Rajasthan,Sri Madhopur,5000 (Mx:7000 Mn:3710),5500 (Mx:8400 Mn:4000),-,-,75.6,54.8,-,-
Groundnut,Rajasthan,Sridungargarh,5300 (Mx:5500 Mn:4600),5250 (Mx:5390 Mn:4900),-,-,185,180,-,-
Groundnut,Tamil Nadu,Ammapet(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5500),6000 (Mx:6000 Mn:5500),-,-,0.12,0.05,-,-
Groundnut,Tamil Nadu,Anaiyur(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5500),6000 (Mx:6000 Mn:5500),-,-,0.14,0.14,-,-
Groundnut,Tamil Nadu,Anna nagar(Uzhavar Sandhai ),8000 (Mx:8000 Mn:8000),-,-,-,0.04,-,-,-
Groundnut,Tamil Nadu,Athur(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5000),-,-,-,0.14,-,-,-
Groundnut,Tamil Nadu,Chokkikulam(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5500),-,-,-,0.05,-,-,-
Groundnut,Tamil Nadu,Cuddalore(Uzhavar Sandhai ),6000 (Mx:6000 Mn:6000),7000 (Mx:7000 Mn:6000),-,-,1.86,1.93,-,-
Groundnut,Tamil Nadu,Dharapuram(Uzhavar Sandhai ),5000 (Mx:5000 Mn:4000),-,-,-,0.2,-,-,-
Groundnut,Tamil Nadu,Dindigul(Uzhavar Sandhai ),6600 (Mx:6600 Mn:6600),6000 (Mx:6000 Mn:5000),-,-,0.02,0.1,-,-
Groundnut,Tamil Nadu,Gudiyatham(Uzhavar Sandhai ),7600 (Mx:7600 Mn:7600),7000 (Mx:7000 Mn:7000),-,-,0.15,0.17,-,-
Groundnut,Tamil Nadu,Hosur(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5000),6000 (Mx:6000 Mn:5000),-,-,0.15,0.08,-,-
Groundnut,Tamil Nadu,Jalagandapuram(Uzhavar Sandhai ),5500 (Mx:5500 Mn:5000),5500 (Mx:5500 Mn:5000),-,-,0.26,0.25,-,-
Groundnut,Tamil Nadu,Jameenrayapettai(Uzhavar Sandhai ),8000 (Mx:8000 Mn:7500),8000 (Mx:8000 Mn:7500),-,-,0.04,0.04,-,-
Groundnut,Tamil Nadu,Kallakurichi(Uzhavar Sandhai ),7000 (Mx:7000 Mn:7000),7000 (Mx:7000 Mn:7000),-,-,0.16,0.16,-,-
Groundnut,Tamil Nadu,Katpadi (Uzhavar Sandhai ),6500 (Mx:6500 Mn:6500),6000 (Mx:6000 Mn:6000),-,-,0.1,0.25,-,-
Groundnut,Tamil Nadu,Krishnagiri(Uzhavar Sandhai ),6500 (Mx:6500 Mn:6000),6500 (Mx:6500 Mn:6000),-,-,0.17,0.17,-,-
Groundnut,Tamil Nadu,Kumarapalayam(Uzhavar Sandhai ),5000 (Mx:5000 Mn:4500),5000 (Mx:5000 Mn:4500),-,-,0.12,0.12,-,-
Groundnut,Tamil Nadu,Melapalayam(Uzhavar Sandhai ),7000 (Mx:7000 Mn:6000),7000 (Mx:7000 Mn:6000),-,-,0.02,0.04,-,-
Groundnut,Tamil Nadu,Melur(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5500),6000 (Mx:6000 Mn:5500),-,-,0.34,0.32,-,-
Groundnut,Tamil Nadu,Mettupalayam(Uzhavar Sandhai ),6500 (Mx:6500 Mn:6000),7000 (Mx:7000 Mn:6500),-,-,0.36,0.38,-,-
Groundnut,Tamil Nadu,Mohanur(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5500),6000 (Mx:6000 Mn:5500),-,-,0.06,0.06,-,-
Groundnut,Tamil Nadu,Nagapattinam(Uzhavar Sandhai ),5500 (Mx:5500 Mn:5000),5500 (Mx:5500 Mn:5000),-,-,0.13,0.17,-,-
Groundnut,Tamil Nadu,Palani(Uzhavar Sandhai ),4500 (Mx:4500 Mn:4000),4000 (Mx:4000 Mn:4000),-,-,0.16,0.25,-,-
Groundnut,Tamil Nadu,Pallavaram(Uzhavar Sandhai ),8000 (Mx:8000 Mn:7500),8000 (Mx:8000 Mn:7500),-,-,0.03,0.03,-,-
Groundnut,Tamil Nadu,Perambalur(Uzhavar Sandhai ),8000 (Mx:8000 Mn:8000),8000 (Mx:8000 Mn:8000),-,-,0.2,0.2,-,-
Groundnut,Tamil Nadu,Periyar Nagar(Uzhavar Sandhai ),5000 (Mx:5000 Mn:4500),5000 (Mx:5000 Mn:4500),-,-,0.05,0.06,-,-
Groundnut,Tamil Nadu,Polur(Uzhavar Sandhai ),5000 (Mx:5000 Mn:4200),5000 (Mx:5000 Mn:4500),-,-,0.16,0.12,-,-
Groundnut,Tamil Nadu,Pudukottai(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5500),6000 (Mx:6000 Mn:5400),-,-,0.07,0.03,-,-
Groundnut,Tamil Nadu,Ranipettai(Uzhavar Sandhai ),8000 (Mx:8000 Mn:8000),8000 (Mx:8000 Mn:8000),-,-,0.3,0.3,-,-
Groundnut,Tamil Nadu,RSPuram(Uzhavar Sandhai ),6400 (Mx:6400 Mn:6000),6500 (Mx:6500 Mn:6000),-,-,0.06,0.17,-,-
Groundnut,Tamil Nadu,Sankarapuram(Uzhavar Sandhai ),7000 (Mx:7000 Mn:7000),7000 (Mx:7000 Mn:7000),-,-,0.18,0.18,-,-
Groundnut,Tamil Nadu,Sathiyamagalam(Uzhavar Sandhai ),4500 (Mx:4500 Mn:4000),4500 (Mx:4500 Mn:4000),-,-,0.24,0.24,-,-
Groundnut,Tamil Nadu,Sirkali(Uzhavar Sandhai ),6000 (Mx:6000 Mn:5500),5000 (Mx:5000 Mn:4500),-,-,0.08,0.09,-,-
Groundnut,Tamil Nadu,Tamarainagar(Uzhavar Sandhai ),7000 (Mx:7000 Mn:6000),7000 (Mx:7000 Mn:6000),-,-,0.05,0.08,-,-
Groundnut,Tamil Nadu,Thathakapatti(Uzhavar Sandhai ),7000 (Mx:7000 Mn:6500),7000 (Mx:7000 Mn:6500),-,-,0.08,0.1,-,-
Groundnut,Tamil Nadu,Thirupathur,7000 (Mx:7000 Mn:7000),7000 (Mx:7000 Mn:7000),-,-,0.07,0.06,-,-
Groundnut,Tamil Nadu,Tindivanam,6000 (Mx:6000 Mn:6000),-,-,-,0.15,-,-,-
Groundnut,Tamil Nadu,Tiruppur (North) (Uzhavar Sandhai ),6000 (Mx:6000 Mn:5000),6000 (Mx:6000 Mn:5000),-,-,0.06,0.12,-,-
Groundnut,Tamil Nadu,Tiruthuraipoondi(Uzhavar Sandhai ),7000 (Mx:7000 Mn:7000),7000 (Mx:7000 Mn:7000),-,-,0.95,0.9,-,-
Groundnut,Tamil Nadu,Tiruvannamalai(Uzhavar Sandhai ),7000 (Mx:7000 Mn:6000),7000 (Mx:7000 Mn:6000),-,-,0.07,0.07,-,-
Groundnut,Tamil Nadu,Udumalpet,7000 (Mx:7000 Mn:6500),-,-,-,0.26,-,-,-
Groundnut,Tamil Nadu,Ulundurpettai,7000 (Mx:7000 Mn:7000),7000 (Mx:7000 Mn:7000),-,-,0.06,0.06,-,-
Groundnut,Tamil Nadu,Vaniyampadi(Uzhavar Sandhai ),6000 (Mx:6000 Mn:6000),7000 (Mx:7000 Mn:7000),-,-,0.25,0.47,-,-
Groundnut,Tamil Nadu,Vellore,6500 (Mx:6500 Mn:6500),7000 (Mx:7000 Mn:7000),-,-,0.1,0.1,-,-
Groundnut,Telangana,Mahbubnagar,5865 (Mx:6189 Mn:4154),5089 (Mx:5225 Mn:5089),-,-,15.3,1.7,-,-
Groundnut,Uttar Pradesh,Bewar,4300 (Mx:4400 Mn:4200),4200 (Mx:4300 Mn:4100),4100 (Mx:4200 Mn:3900),5840 (Mx:5860 Mn:5820),5.5,5.5,3.5,45
Groundnut,Uttar Pradesh,Charkhari,4000 (Mx:4150 Mn:4000),4100 (Mx:4200 Mn:4000),4000 (Mx:4200 Mn:4000),-,97,25,65,-
Groundnut,Uttar Pradesh,Gonda,6800 (Mx:6900 Mn:6700),-,-,-,469,-,-,-
Groundnut,Uttar Pradesh,Jalalabad,5800 (Mx:6000 Mn:5400),-,5200 (Mx:5395 Mn:5000),-,46.19,-,12.01,-
Groundnut,Uttar Pradesh,Madhoganj,6650 (Mx:6700 Mn:6600),6600 (Mx:6650 Mn:6550),-,6520 (Mx:6550 Mn:6500),92,108,-,120
Groundnut,Uttar Pradesh,Saharanpur,6800 (Mx:7200 Mn:6200),-,6800 (Mx:7000 Mn:6600),-,26,-,40,-
Groundnut,Uttar Pradesh,Shamli,6800 (Mx:6850 Mn:6750),6790 (Mx:6840 Mn:6750),6790 (Mx:6830 Mn:6760),-,10,11,15,-
Jowar(Sorghum),Chattisgarh,Raipur,2706 (Mx:2706 Mn:2706),-,-,-,10,-,-,
Jowar(Sorghum),Gujarat,Amreli,5040 (Mx:5040 Mn:3925),-,3500 (Mx:4080 Mn:2000),-,1.2,-,1.7,
Jowar(Sorghum),Gujarat,Anjar,4000 (Mx:4170 Mn:3750),-,-,-,0.3,-,-,
Jowar(Sorghum),Gujarat,Botad,3000 (Mx:3930 Mn:2005),4300 (Mx:4680 Mn:3880),-,-,6.7,3.3,-,
Jowar(Sorghum),Gujarat,Gondal,4505 (Mx:4505 Mn:4505),3705 (Mx:3955 Mn:3455),3805 (Mx:3805 Mn:3805),-,0.2,2.2,0.4,
Jowar(Sorghum),Gujarat,Jambusar,3700 (Mx:3900 Mn:3500),3200 (Mx:3400 Mn:3000),2800 (Mx:3000 Mn:2500),-,0.1,0.1,0.1,
Jowar(Sorghum),Gujarat,Jambusar(Kaavi),3300 (Mx:3500 Mn:3100),3200 (Mx:3400 Mn:3000),2800 (Mx:3200 Mn:2500),-,1,1,1,
Jowar(Sorghum),Gujarat,Jasdan,3500 (Mx:4050 Mn:2000),3500 (Mx:4000 Mn:1755),3575 (Mx:4050 Mn:2000),-,0.7,1,2,
Jowar(Sorghum),Gujarat,Mahuva(Station Road),3075 (Mx:4325 Mn:1820),3030 (Mx:4555 Mn:1500),3320 (Mx:4550 Mn:2090),-,1.6,3.5,8.2,
Jowar(Sorghum),Gujarat,Palanpur,4952 (Mx:5155 Mn:4750),4915 (Mx:5105 Mn:4725),4890 (Mx:5120 Mn:4660),-,5,8.2,3,
Jowar(Sorghum),Gujarat,Porbandar,3775 (Mx:4025 Mn:3750),3250 (Mx:4250 Mn:2250),3350 (Mx:3350 Mn:3350),-,0.3,0.7,0.5,
Jowar(Sorghum),Gujarat,Rajkot,3900 (Mx:4305 Mn:3675),3112.5 (Mx:3350 Mn:2902.5),3800 (Mx:3900 Mn:3555),-,11,10.5,6,
Jowar(Sorghum),Gujarat,Rajula,3803 (Mx:4605 Mn:3000),3940 (Mx:4130 Mn:3750),3878 (Mx:4130 Mn:3625),-,4.6,3.8,3.2,
Jowar(Sorghum),Gujarat,Rapar,3510 (Mx:0 Mn:3510),3370 (Mx:0 Mn:3370),-,-,0.2,0.2,-,
Jowar(Sorghum),Gujarat,Savarkundla,3165 (Mx:4000 Mn:2330),2878 (Mx:3755 Mn:2000),3250 (Mx:4000 Mn:2500),4000 (Mx:4500 Mn:3500),0.4,0.2,5,
Jowar(Sorghum),Gujarat,Siddhpur,5020 (Mx:5110 Mn:4930),4687 (Mx:5025 Mn:4350),4112 (Mx:4625 Mn:3600),-,4.94,1.43,1.71,
Jowar(Sorghum),Gujarat,Taleja,2290 (Mx:2485 Mn:2090),2180 (Mx:2275 Mn:2080),2005 (Mx:2405 Mn:1605),-,0.24,1.26,0.36,
Jowar(Sorghum),Gujarat,Vankaner,3905 (Mx:4165 Mn:3500),3950 (Mx:4200 Mn:3500),3900 (Mx:4050 Mn:3500),-,4,2.7,1,
Jowar(Sorghum),Karnataka,Bangalore,3100 (Mx:3400 Mn:2800),3100 (Mx:3400 Mn:2800),-,-,31,50,-,
Jowar(Sorghum),Karnataka,Hubli (Amaragol),2014 (Mx:2330 Mn:1650),-,1800 (Mx:2301 Mn:1625),-,4,-,5,
Jowar(Sorghum),Karnataka,Kalburgi,2600 (Mx:2950 Mn:2000),-,-,-,3,-,-,
Jowar(Sorghum),Karnataka,Kottur,2139 (Mx:2222 Mn:2111),-,-,-,1,-,-,
Jowar(Sorghum),Karnataka,Malur,4386 (Mx:4500 Mn:4000),-,-,-,1,-,-,
Jowar(Sorghum),Karnataka,Mysore (Bandipalya),3900 (Mx:5000 Mn:3400),-,-,-,1,-,-,
Jowar(Sorghum),Karnataka,Shimoga,3650 (Mx:4300 Mn:3000),3650 (Mx:4300 Mn:3000),-,-,1,1,-,
